Price,Close,High,Low,Open,Volume,Product Name,Symbol
Ticker,^SP500-60,^SP500-60,^SP500-60,^SP500-60,^SP500-60,,
Date,,,,,,,
2018-06-01,195.1300048828125,195.52999877929688,193.86000061035156,194.27000427246094,0,S&P 500 Real Estate,^SP500-60
2018-06-04,197.02999877929688,197.02999877929688,194.9600067138672,195.6699981689453,0,S&P 500 Real Estate,^SP500-60
2018-06-05,196.08999633789062,197.75999450683594,195.8000030517578,197.19000244140625,0,S&P 500 Real Estate,^SP500-60
2018-06-06,196.7100067138672,196.7100067138672,195.22999572753906,196.0800018310547,0,S&P 500 Real Estate,^SP500-60
2018-06-07,196.4600067138672,197.0,195.39999389648438,196.67999267578125,0,S&P 500 Real Estate,^SP500-60
2018-06-08,197.36000061035156,197.3699951171875,196.16000366210938,196.4499969482422,0,S&P 500 Real Estate,^SP500-60
2018-06-11,197.11000061035156,197.80999755859375,196.8699951171875,197.3300018310547,0,S&P 500 Real Estate,^SP500-60
2018-06-12,198.25,198.66000366210938,196.32000732421875,196.82000732421875,0,S&P 500 Real Estate,^SP500-60
2018-06-13,193.64999389648438,198.30999755859375,193.47999572753906,198.11000061035156,0,S&P 500 Real Estate,^SP500-60
2018-06-14,195.27000427246094,196.02000427246094,193.85000610351562,193.85000610351562,0,S&P 500 Real Estate,^SP500-60
2018-06-15,195.0,196.60000610351562,194.72999572753906,195.4199981689453,0,S&P 500 Real Estate,^SP500-60
2018-06-18,194.69000244140625,195.1999969482422,193.58999633789062,194.6999969482422,0,S&P 500 Real Estate,^SP500-60
2018-06-19,194.8699951171875,195.92999267578125,194.0,194.0,0,S&P 500 Real Estate,^SP500-60
2018-06-20,197.0,197.19000244140625,194.94000244140625,195.0500030517578,0,S&P 500 Real Estate,^SP500-60
2018-06-21,198.22999572753906,198.41000366210938,196.67999267578125,196.9600067138672,0,S&P 500 Real Estate,^SP500-60
2018-06-22,199.7899932861328,200.02000427246094,197.5800018310547,198.57000732421875,0,S&P 500 Real Estate,^SP500-60
2018-06-25,199.42999267578125,200.2100067138672,198.1999969482422,199.80999755859375,0,S&P 500 Real Estate,^SP500-60
2018-06-26,200.44000244140625,201.25,198.99000549316406,199.5800018310547,0,S&P 500 Real Estate,^SP500-60
2018-06-27,199.8699951171875,201.67999267578125,199.8699951171875,200.77999877929688,0,S&P 500 Real Estate,^SP500-60
2018-06-28,201.5800018310547,201.83999633789062,199.63999938964844,199.85000610351562,0,S&P 500 Real Estate,^SP500-60
2018-06-29,201.89999389648438,202.9199981689453,199.75999450683594,200.9499969482422,0,S&P 500 Real Estate,^SP500-60
2018-07-02,200.89999389648438,202.17999267578125,198.55999755859375,201.60000610351562,0,S&P 500 Real Estate,^SP500-60
2018-07-03,201.86000061035156,203.5800018310547,200.4499969482422,201.10000610351562,0,S&P 500 Real Estate,^SP500-60
2018-07-05,204.60000610351562,204.6999969482422,201.9600067138672,202.22999572753906,0,S&P 500 Real Estate,^SP500-60
2018-07-06,205.44000244140625,205.8699951171875,204.7899932861328,204.94000244140625,0,S&P 500 Real Estate,^SP500-60
2018-07-09,203.55999755859375,205.47000122070312,202.60000610351562,205.47000122070312,0,S&P 500 Real Estate,^SP500-60
2018-07-10,204.5399932861328,204.77999877929688,202.58999633789062,203.49000549316406,0,S&P 500 Real Estate,^SP500-60
2018-07-11,203.8699951171875,204.8699951171875,203.58999633789062,204.35000610351562,0,S&P 500 Real Estate,^SP500-60
2018-07-12,204.27999877929688,204.69000244140625,203.3300018310547,204.19000244140625,0,S&P 500 Real Estate,^SP500-60
2018-07-13,203.72000122070312,205.1999969482422,203.5500030517578,204.49000549316406,0,S&P 500 Real Estate,^SP500-60
2018-07-16,202.52000427246094,203.3300018310547,201.16000366210938,203.14999389648438,0,S&P 500 Real Estate,^SP500-60
2018-07-17,201.24000549316406,203.0399932861328,200.97000122070312,203.02999877929688,0,S&P 500 Real Estate,^SP500-60
2018-07-18,200.3800048828125,201.57000732421875,199.47000122070312,200.8699951171875,0,S&P 500 Real Estate,^SP500-60
2018-07-19,202.41000366210938,203.25,199.82000732421875,200.1699981689453,0,S&P 500 Real Estate,^SP500-60
2018-07-20,200.5500030517578,202.08999633789062,199.92999267578125,201.91000366210938,0,S&P 500 Real Estate,^SP500-60
2018-07-23,200.0800018310547,200.5,198.85000610351562,200.5,0,S&P 500 Real Estate,^SP500-60
2018-07-24,199.4600067138672,200.0800018310547,198.3800048828125,199.92999267578125,0,S&P 500 Real Estate,^SP500-60
2018-07-25,201.3699951171875,201.75999450683594,199.61000061035156,199.72000122070312,0,S&P 500 Real Estate,^SP500-60
2018-07-26,202.11000061035156,203.0500030517578,201.6300048828125,201.92999267578125,0,S&P 500 Real Estate,^SP500-60
2018-07-27,200.24000549316406,202.72000122070312,200.10000610351562,202.6300048828125,0,S&P 500 Real Estate,^SP500-60
2018-07-30,200.1300048828125,200.63999938964844,198.74000549316406,200.22000122070312,0,S&P 500 Real Estate,^SP500-60
2018-07-31,203.9199981689453,204.5399932861328,201.0800018310547,201.0800018310547,0,S&P 500 Real Estate,^SP500-60
2018-08-01,205.33999633789062,205.55999755859375,201.72000122070312,202.4199981689453,0,S&P 500 Real Estate,^SP500-60
2018-08-02,204.25999450683594,205.50999450683594,203.9600067138672,204.61000061035156,0,S&P 500 Real Estate,^SP500-60
2018-08-03,206.8699951171875,207.1300048828125,204.22000122070312,204.3800048828125,0,S&P 500 Real Estate,^SP500-60
2018-08-06,206.3800048828125,207.64999389648438,205.94000244140625,206.7100067138672,0,S&P 500 Real Estate,^SP500-60
2018-08-07,205.92999267578125,206.2899932861328,204.77000427246094,206.2899932861328,0,S&P 500 Real Estate,^SP500-60
2018-08-08,204.8300018310547,206.05999755859375,204.47000122070312,206.0399932861328,0,S&P 500 Real Estate,^SP500-60
2018-08-09,205.11000061035156,205.72999572753906,204.52999877929688,204.5500030517578,0,S&P 500 Real Estate,^SP500-60
2018-08-10,203.0500030517578,205.3300018310547,202.92999267578125,204.74000549316406,0,S&P 500 Real Estate,^SP500-60
2018-08-13,203.0399932861328,203.60000610351562,202.55999755859375,203.11000061035156,0,S&P 500 Real Estate,^SP500-60
2018-08-14,203.77000427246094,204.1699981689453,202.89999389648438,203.22000122070312,0,S&P 500 Real Estate,^SP500-60
2018-08-15,205.49000549316406,205.67999267578125,203.2100067138672,203.61000061035156,0,S&P 500 Real Estate,^SP500-60
2018-08-16,206.9499969482422,207.0399932861328,205.1699981689453,205.4499969482422,0,S&P 500 Real Estate,^SP500-60
2018-08-17,208.94000244140625,208.9499969482422,206.92999267578125,207.0800018310547,0,S&P 500 Real Estate,^SP500-60
2018-08-20,209.05999755859375,210.19000244140625,208.7899932861328,209.2100067138672,0,S&P 500 Real Estate,^SP500-60
2018-08-21,207.14999389648438,208.85000610351562,206.88999938964844,208.85000610351562,0,S&P 500 Real Estate,^SP500-60
2018-08-22,205.80999755859375,206.9499969482422,205.05999755859375,206.86000061035156,0,S&P 500 Real Estate,^SP500-60
2018-08-23,205.3800048828125,206.2899932861328,205.25,205.9600067138672,0,S&P 500 Real Estate,^SP500-60
2018-08-24,206.69000244140625,206.80999755859375,205.08999633789062,205.36000061035156,0,S&P 500 Real Estate,^SP500-60
2018-08-27,206.52000427246094,207.1699981689453,205.3699951171875,206.99000549316406,0,S&P 500 Real Estate,^SP500-60
2018-08-28,208.97999572753906,208.97999572753906,206.13999938964844,206.52999877929688,0,S&P 500 Real Estate,^SP500-60
2018-08-29,208.75999450683594,209.69000244140625,208.5500030517578,209.14999389648438,0,S&P 500 Real Estate,^SP500-60
2018-08-30,207.58999633789062,209.11000061035156,207.25,208.89999389648438,0,S&P 500 Real Estate,^SP500-60
2018-08-31,208.4600067138672,208.9499969482422,207.72000122070312,207.75,0,S&P 500 Real Estate,^SP500-60
2018-09-04,206.5800018310547,208.63999938964844,206.0800018310547,208.24000549316406,0,S&P 500 Real Estate,^SP500-60
2018-09-05,207.77999877929688,208.3300018310547,205.17999267578125,206.02999877929688,0,S&P 500 Real Estate,^SP500-60
2018-09-06,208.47999572753906,208.86000061035156,207.8699951171875,208.0399932861328,0,S&P 500 Real Estate,^SP500-60
2018-09-07,205.89999389648438,207.67999267578125,205.6699981689453,207.67999267578125,0,S&P 500 Real Estate,^SP500-60
2018-09-10,207.00999450683594,208.02000427246094,206.6199951171875,206.6199951171875,0,S&P 500 Real Estate,^SP500-60
2018-09-11,206.86000061035156,207.60000610351562,206.05999755859375,206.5399932861328,0,S&P 500 Real Estate,^SP500-60
2018-09-12,207.1300048828125,207.72000122070312,206.22999572753906,206.92999267578125,0,S&P 500 Real Estate,^SP500-60
2018-09-13,208.11000061035156,208.6300048828125,207.14999389648438,207.60000610351562,0,S&P 500 Real Estate,^SP500-60
2018-09-14,206.22000122070312,207.5500030517578,204.92999267578125,207.5500030517578,0,S&P 500 Real Estate,^SP500-60
2018-09-17,207.24000549316406,207.55999755859375,205.72000122070312,206.11000061035156,0,S&P 500 Real Estate,^SP500-60
2018-09-18,206.00999450683594,207.4600067138672,205.7100067138672,207.2100067138672,0,S&P 500 Real Estate,^SP500-60
