Price,Close,High,Low,Open,Volume,Product Name,Symbol
Ticker,^SP500-40,^SP500-40,^SP500-40,^SP500-40,^SP500-40,,
Date,,,,,,,
2018-06-01,455.2300109863281,457.3699951171875,450.239990234375,450.239990234375,0,S&P 500 Financials,^SP500-40
2018-06-04,456.5299987792969,457.8800048828125,455.2300109863281,455.2300109863281,0,S&P 500 Financials,^SP500-40
2018-06-05,454.6000061035156,456.5299987792969,452.1600036621094,456.5299987792969,0,S&P 500 Financials,^SP500-40
2018-06-06,462.9800109863281,462.9800109863281,454.6000061035156,454.6000061035156,0,S&P 500 Financials,^SP500-40
2018-06-07,463.9700012207031,466.30999755859375,461.3299865722656,462.9800109863281,0,S&P 500 Financials,^SP500-40
2018-06-08,465.1700134277344,465.2900085449219,461.17999267578125,463.9700012207031,0,S&P 500 Financials,^SP500-40
2018-06-11,463.8699951171875,467.8699951171875,463.80999755859375,465.1700134277344,0,S&P 500 Financials,^SP500-40
2018-06-12,462.3299865722656,466.1499938964844,460.3399963378906,463.8699951171875,0,S&P 500 Financials,^SP500-40
2018-06-13,460.79998779296875,466.2900085449219,460.5299987792969,462.3299865722656,0,S&P 500 Financials,^SP500-40
2018-06-14,456.5,462.1400146484375,455.29998779296875,460.79998779296875,0,S&P 500 Financials,^SP500-40
2018-06-15,456.3500061035156,457.80999755859375,450.6499938964844,456.5,0,S&P 500 Financials,^SP500-40
2018-06-18,456.0199890136719,456.3500061035156,451.1400146484375,456.3500061035156,0,S&P 500 Financials,^SP500-40
2018-06-19,454.489990234375,456.0199890136719,451.3599853515625,456.0199890136719,0,S&P 500 Financials,^SP500-40
2018-06-20,453.0799865722656,457.29998779296875,452.8500061035156,454.489990234375,0,S&P 500 Financials,^SP500-40
2018-06-21,452.2300109863281,454.4800109863281,448.8500061035156,453.0799865722656,0,S&P 500 Financials,^SP500-40
2018-06-22,449.8500061035156,455.54998779296875,449.5299987792969,452.2300109863281,0,S&P 500 Financials,^SP500-40
2018-06-25,445.20001220703125,449.8500061035156,441.9700012207031,449.8500061035156,0,S&P 500 Financials,^SP500-40
2018-06-26,443.55999755859375,445.5199890136719,440.7300109863281,445.20001220703125,0,S&P 500 Financials,^SP500-40
2018-06-27,437.95001220703125,446.5899963378906,437.94000244140625,443.55999755859375,0,S&P 500 Financials,^SP500-40
2018-06-28,441.7099914550781,443.5799865722656,437.20001220703125,437.95001220703125,0,S&P 500 Financials,^SP500-40
2018-06-29,441.1499938964844,449.54998779296875,441.07000732421875,441.7099914550781,0,S&P 500 Financials,^SP500-40
2018-07-02,444.07000732421875,444.07000732421875,438.4100036621094,441.1499938964844,0,S&P 500 Financials,^SP500-40
2018-07-03,439.3900146484375,446.2300109863281,438.8999938964844,444.07000732421875,0,S&P 500 Financials,^SP500-40
2018-07-05,440.4100036621094,442.2699890136719,439.1700134277344,439.3900146484375,0,S&P 500 Financials,^SP500-40
2018-07-06,442.6099853515625,444.4700012207031,437.94000244140625,440.4100036621094,0,S&P 500 Financials,^SP500-40
2018-07-09,452.8900146484375,453.32000732421875,442.6099853515625,442.6099853515625,0,S&P 500 Financials,^SP500-40
2018-07-10,451.2099914550781,454.5,449.989990234375,452.8900146484375,0,S&P 500 Financials,^SP500-40
2018-07-11,448.8699951171875,451.260009765625,448.1700134277344,451.2099914550781,0,S&P 500 Financials,^SP500-40
2018-07-12,449.7300109863281,451.7900085449219,447.32000732421875,448.8699951171875,0,S&P 500 Financials,^SP500-40
2018-07-13,447.6499938964844,449.7300109863281,443.3500061035156,449.7300109863281,0,S&P 500 Financials,^SP500-40
2018-07-16,455.69000244140625,456.0799865722656,447.6499938964844,447.6499938964844,0,S&P 500 Financials,^SP500-40
2018-07-17,456.3900146484375,458.0799865722656,453.95001220703125,455.69000244140625,0,S&P 500 Financials,^SP500-40
