ts_event,rtype,publisher_id,instrument_id,open,high,low,close,volume,symbol,product name
2019-09-09 00:00:00+00:00,35,1,65665,108.35,108.35,107.95,107.95,10,LEG1,Live Cattle Future
2019-09-17 00:00:00+00:00,35,1,65665,112.225,112.8,111.775,112.4,15,LEG1,Live Cattle Future
2019-09-18 00:00:00+00:00,35,1,65665,111.775,112.025,111.775,112.025,2,LEG1,Live Cattle Future
2019-09-19 00:00:00+00:00,35,1,65665,112.25,112.775,112.25,112.775,3,LEG1,Live Cattle Future
2019-09-20 00:00:00+00:00,35,1,65665,112.2,112.4,111.9,112.4,12,LEG1,Live Cattle Future
2019-09-23 00:00:00+00:00,35,1,65665,113.65,113.675,113.45,113.65,8,LEG1,Live Cattle Future
2019-09-24 00:00:00+00:00,35,1,65665,113.85,114.125,113.85,113.975,9,LEG1,Live Cattle Future
2019-09-25 00:00:00+00:00,35,1,65665,113.6,114.0,113.6,113.975,24,LEG1,Live Cattle Future
2019-09-26 00:00:00+00:00,35,1,65665,113.8,113.9,113.75,113.75,41,LEG1,Live Cattle Future
2019-09-27 00:00:00+00:00,35,1,65665,113.45,113.45,113.0,113.45,31,LEG1,Live Cattle Future
2019-09-30 00:00:00+00:00,35,1,65665,113.85,114.0,113.85,114.0,22,LEG1,Live Cattle Future
2019-10-01 00:00:00+00:00,35,1,65665,113.925,114.0,113.8,114.0,16,LEG1,Live Cattle Future
2019-10-02 00:00:00+00:00,35,1,65665,114.0,114.4,114.0,114.4,71,LEG1,Live Cattle Future
2019-10-03 00:00:00+00:00,35,1,65665,114.5,114.65,114.35,114.6,21,LEG1,Live Cattle Future
2019-10-04 00:00:00+00:00,35,1,65665,114.5,114.525,114.5,114.525,2,LEG1,Live Cattle Future
2019-10-07 00:00:00+00:00,35,1,65665,114.7,114.7,114.7,114.7,2,LEG1,Live Cattle Future
2019-10-08 00:00:00+00:00,35,1,65665,114.95,115.075,114.95,115.075,3,LEG1,Live Cattle Future
2019-10-09 00:00:00+00:00,35,1,65665,115.325,115.8,115.325,115.75,21,LEG1,Live Cattle Future
2019-10-10 00:00:00+00:00,35,1,65665,115.4,115.5,115.125,115.325,15,LEG1,Live Cattle Future
2019-10-11 00:00:00+00:00,35,1,65665,115.5,115.5,115.5,115.5,1,LEG1,Live Cattle Future
2019-10-14 00:00:00+00:00,35,1,65665,116.625,117.275,116.625,117.275,3,LEG1,Live Cattle Future
2019-10-15 00:00:00+00:00,35,1,65665,117.275,117.5,117.0,117.5,11,LEG1,Live Cattle Future
2019-10-16 00:00:00+00:00,35,1,65665,117.85,117.85,117.575,117.575,3,LEG1,Live Cattle Future
2019-10-18 00:00:00+00:00,35,1,65665,116.5,116.575,115.875,116.45,26,LEG1,Live Cattle Future
2019-10-22 00:00:00+00:00,35,1,65665,116.725,116.725,116.7,116.7,2,LEG1,Live Cattle Future
2019-10-24 00:00:00+00:00,35,1,65665,117.6,117.6,117.4,117.4,2,LEG1,Live Cattle Future
2019-10-25 00:00:00+00:00,35,1,65665,117.8,118.15,117.8,118.15,29,LEG1,Live Cattle Future
2019-10-28 00:00:00+00:00,35,1,65665,118.4,118.625,118.25,118.625,32,LEG1,Live Cattle Future
2019-10-29 00:00:00+00:00,35,1,65665,118.1,118.1,118.1,118.1,1,LEG1,Live Cattle Future
2019-10-30 00:00:00+00:00,35,1,65665,118.35,119.15,118.05,119.0,20,LEG1,Live Cattle Future
2019-10-31 00:00:00+00:00,35,1,65665,119.0,119.0,119.0,119.0,14,LEG1,Live Cattle Future
2019-11-01 00:00:00+00:00,35,1,2324,120.225,120.5,120.225,120.5,8,LEJ1,Live Cattle Future
2019-11-01 00:00:00+00:00,35,1,65665,119.0,120.025,119.0,120.025,29,LEG1,Live Cattle Future
2019-11-04 00:00:00+00:00,35,1,65665,120.275,120.775,120.275,120.5,29,LEG1,Live Cattle Future
2019-11-04 00:00:00+00:00,35,1,2324,120.5,121.15,120.5,120.95,43,LEJ1,Live Cattle Future
2019-11-05 00:00:00+00:00,35,1,65665,120.475,120.7,120.0,120.6,27,LEG1,Live Cattle Future
2019-11-05 00:00:00+00:00,35,1,2324,120.7,121.55,120.7,121.55,6,LEJ1,Live Cattle Future
2019-11-06 00:00:00+00:00,35,1,2324,121.5,121.5,120.475,120.475,22,LEJ1,Live Cattle Future
2019-11-06 00:00:00+00:00,35,1,65665,120.2,120.2,119.5,119.85,59,LEG1,Live Cattle Future
2019-11-07 00:00:00+00:00,35,1,65665,120.2,120.425,119.8,120.425,19,LEG1,Live Cattle Future
2019-11-07 00:00:00+00:00,35,1,2324,121.3,121.425,121.3,121.425,4,LEJ1,Live Cattle Future
2019-11-08 00:00:00+00:00,35,1,2324,121.2,121.5,121.2,121.225,4,LEJ1,Live Cattle Future
2019-11-08 00:00:00+00:00,35,1,65665,120.25,120.525,120.1,120.525,70,LEG1,Live Cattle Future
2019-11-11 00:00:00+00:00,35,1,65665,120.325,120.725,120.2,120.575,33,LEG1,Live Cattle Future
2019-11-11 00:00:00+00:00,35,1,2324,121.225,121.725,121.225,121.725,8,LEJ1,Live Cattle Future
2019-11-12 00:00:00+00:00,35,1,65665,120.375,120.8,120.375,120.75,21,LEG1,Live Cattle Future
2019-11-12 00:00:00+00:00,35,1,2324,121.575,121.6,121.55,121.6,7,LEJ1,Live Cattle Future
2019-11-13 00:00:00+00:00,35,1,65665,120.125,120.15,118.375,119.125,24,LEG1,Live Cattle Future
2019-11-13 00:00:00+00:00,35,1,2324,120.975,121.35,119.275,120.0,67,LEJ1,Live Cattle Future
2019-11-14 00:00:00+00:00,35,1,65665,119.025,119.8,118.85,119.8,31,LEG1,Live Cattle Future
2019-11-14 00:00:00+00:00,35,1,2324,120.0,120.975,120.0,120.975,14,LEJ1,Live Cattle Future
2019-11-15 00:00:00+00:00,35,1,65665,119.5,119.8,119.25,119.65,53,LEG1,Live Cattle Future
2019-11-15 00:00:00+00:00,35,1,2324,120.45,120.45,120.225,120.225,6,LEJ1,Live Cattle Future
2019-11-18 00:00:00+00:00,35,1,2324,120.5,120.5,120.5,120.5,25,LEJ1,Live Cattle Future
2019-11-18 00:00:00+00:00,35,1,65665,119.55,119.975,119.55,119.8,29,LEG1,Live Cattle Future
2019-11-19 00:00:00+00:00,35,1,65665,119.425,120.5,119.325,120.5,33,LEG1,Live Cattle Future
2019-11-19 00:00:00+00:00,35,1,2324,120.05,120.15,120.05,120.15,6,LEJ1,Live Cattle Future
2019-11-20 00:00:00+00:00,35,1,2324,120.75,121.425,120.75,121.425,30,LEJ1,Live Cattle Future
2019-11-20 00:00:00+00:00,35,1,65665,120.25,120.325,119.85,120.3,25,LEG1,Live Cattle Future
2019-11-21 00:00:00+00:00,35,1,65665,120.175,120.175,119.325,119.775,21,LEG1,Live Cattle Future
2019-11-21 00:00:00+00:00,35,1,2324,120.775,120.775,120.05,120.4,32,LEJ1,Live Cattle Future
2019-11-22 00:00:00+00:00,35,1,65665,119.275,119.35,117.9,118.25,32,LEG1,Live Cattle Future
2019-11-22 00:00:00+00:00,35,1,2324,120.05,120.25,118.65,119.1,46,LEJ1,Live Cattle Future
2019-11-25 00:00:00+00:00,35,1,65665,118.7,119.925,118.7,119.6,82,LEG1,Live Cattle Future
2019-11-25 00:00:00+00:00,35,1,2324,120.4,120.775,120.4,120.775,38,LEJ1,Live Cattle Future
2019-11-26 00:00:00+00:00,35,1,2324,120.55,120.925,120.55,120.925,6,LEJ1,Live Cattle Future
2019-11-26 00:00:00+00:00,35,1,65665,119.525,120.0,119.25,120.0,66,LEG1,Live Cattle Future
2019-11-27 00:00:00+00:00,35,1,2324,120.95,121.4,120.45,121.4,59,LEJ1,Live Cattle Future
2019-11-27 00:00:00+00:00,35,1,65665,120.0,120.5,119.9,120.5,48,LEG1,Live Cattle Future
2019-11-29 00:00:00+00:00,35,1,65665,120.5,120.9,120.4,120.55,18,LEG1,Live Cattle Future
2019-11-29 00:00:00+00:00,35,1,2324,121.35,121.35,121.35,121.35,1,LEJ1,Live Cattle Future
2019-12-02 00:00:00+00:00,35,1,2324,121.35,121.35,121.3,121.3,2,LEJ1,Live Cattle Future
2019-12-03 00:00:00+00:00,35,1,2324,121.125,121.5,121.125,121.3,5,LEJ1,Live Cattle Future
2019-12-03 00:00:00+00:00,35,1,65665,120.225,120.7,120.2,120.65,29,LEG1,Live Cattle Future
2019-12-04 00:00:00+00:00,35,1,65665,120.5,120.7,119.25,119.6,81,LEG1,Live Cattle Future
2019-12-04 00:00:00+00:00,35,1,2324,120.6,120.6,120.375,120.575,24,LEJ1,Live Cattle Future
2019-12-05 00:00:00+00:00,35,1,65665,119.3,120.2,119.3,120.05,14,LEG1,Live Cattle Future
2019-12-06 00:00:00+00:00,35,1,65665,120.0,120.425,119.95,120.4,80,LEG1,Live Cattle Future
2019-12-06 00:00:00+00:00,35,1,2324,120.825,121.05,120.6,120.75,48,LEJ1,Live Cattle Future
2019-12-09 00:00:00+00:00,35,1,2324,121.25,121.3,120.15,120.2,60,LEJ1,Live Cattle Future
2019-12-09 00:00:00+00:00,35,1,65665,120.25,120.575,120.0,120.375,64,LEG1,Live Cattle Future
2019-12-10 00:00:00+00:00,35,1,65665,120.275,120.7,120.15,120.425,47,LEG1,Live Cattle Future
2019-12-10 00:00:00+00:00,35,1,2324,120.925,121.2,120.85,120.9,14,LEJ1,Live Cattle Future
2019-12-11 00:00:00+00:00,35,1,65665,120.675,121.0,120.55,121.0,99,LEG1,Live Cattle Future
2019-12-11 00:00:00+00:00,35,1,2324,121.5,121.5,121.2,121.2,5,LEJ1,Live Cattle Future
2019-12-12 00:00:00+00:00,35,1,2324,121.1,121.35,120.875,121.35,49,LEJ1,Live Cattle Future
2019-12-12 00:00:00+00:00,35,1,65665,120.75,121.1,120.45,121.075,92,LEG1,Live Cattle Future
2019-12-13 00:00:00+00:00,35,1,65665,121.2,121.975,120.875,121.8,75,LEG1,Live Cattle Future
2019-12-13 00:00:00+00:00,35,1,2324,122.3,122.525,122.15,122.15,49,LEJ1,Live Cattle Future
2019-12-16 00:00:00+00:00,35,1,2324,122.15,122.35,121.975,122.325,29,LEJ1,Live Cattle Future
2019-12-16 00:00:00+00:00,35,1,65665,121.725,121.875,121.35,121.75,107,LEG1,Live Cattle Future
2019-12-17 00:00:00+00:00,35,1,65665,121.675,122.175,121.575,121.6,90,LEG1,Live Cattle Future
2019-12-17 00:00:00+00:00,35,1,2324,122.625,122.625,122.375,122.4,7,LEJ1,Live Cattle Future
2019-12-18 00:00:00+00:00,35,1,65665,121.1,121.575,121.075,121.3,38,LEG1,Live Cattle Future
2019-12-18 00:00:00+00:00,35,1,2324,121.75,122.35,121.75,122.35,3,LEJ1,Live Cattle Future
2019-12-19 00:00:00+00:00,35,1,2324,122.2,122.225,121.825,122.15,46,LEJ1,Live Cattle Future
2019-12-19 00:00:00+00:00,35,1,65665,121.3,121.875,121.3,121.875,161,LEG1,Live Cattle Future
2019-12-20 00:00:00+00:00,35,1,65665,121.825,121.825,121.5,121.675,83,LEG1,Live Cattle Future
2019-12-20 00:00:00+00:00,35,1,2324,122.0,122.3,122.0,122.3,62,LEJ1,Live Cattle Future
2019-12-23 00:00:00+00:00,35,1,2324,121.75,121.75,121.75,121.75,1,LEJ1,Live Cattle Future
2019-12-23 00:00:00+00:00,35,1,65665,121.225,121.45,121.125,121.45,21,LEG1,Live Cattle Future
2019-12-24 00:00:00+00:00,35,1,2324,121.825,122.175,121.825,122.05,38,LEJ1,Live Cattle Future
2019-12-24 00:00:00+00:00,35,1,65665,121.325,121.575,121.325,121.425,38,LEG1,Live Cattle Future
2019-12-26 00:00:00+00:00,35,1,65665,121.875,122.2,121.775,122.175,43,LEG1,Live Cattle Future
2019-12-26 00:00:00+00:00,35,1,2324,122.375,122.725,122.3,122.7,47,LEJ1,Live Cattle Future
2019-12-27 00:00:00+00:00,35,1,2324,122.675,123.025,122.675,122.9,18,LEJ1,Live Cattle Future
2019-12-27 00:00:00+00:00,35,1,65665,122.125,122.45,122.125,122.3,17,LEG1,Live Cattle Future
2019-12-30 00:00:00+00:00,35,1,2324,123.125,123.325,122.9,122.9,30,LEJ1,Live Cattle Future
2019-12-30 00:00:00+00:00,35,1,65665,122.125,122.625,121.975,122.25,82,LEG1,Live Cattle Future
2019-12-31 00:00:00+00:00,35,1,65665,122.25,122.375,122.2,122.2,20,LEG1,Live Cattle Future
2019-12-31 00:00:00+00:00,35,1,2324,122.9,122.9,122.9,122.9,1,LEJ1,Live Cattle Future
2020-01-02 00:00:00+00:00,35,1,2324,123.2,123.25,121.45,122.575,46,LEJ1,Live Cattle Future
2020-01-02 00:00:00+00:00,35,1,65665,122.525,122.625,121.475,122.375,23,LEG1,Live Cattle Future
2020-01-03 00:00:00+00:00,35,1,2324,122.65,123.175,122.55,123.025,181,LEJ1,Live Cattle Future
2020-01-03 00:00:00+00:00,35,1,65665,122.05,122.475,121.875,122.125,112,LEG1,Live Cattle Future
2020-01-06 00:00:00+00:00,35,1,12842,117.775,117.8,117.775,117.8,2,LEM1,Live Cattle Future
2020-01-06 00:00:00+00:00,35,1,2324,123.0,124.1,123.0,123.95,55,LEJ1,Live Cattle Future
2020-01-06 00:00:00+00:00,35,1,65665,122.025,123.525,122.0,123.45,44,LEG1,Live Cattle Future
2020-01-07 00:00:00+00:00,35,1,65665,123.3,123.3,122.25,123.0,128,LEG1,Live Cattle Future
2020-01-07 00:00:00+00:00,35,1,2324,123.725,123.75,123.225,123.7,61,LEJ1,Live Cattle Future
2020-01-07 00:00:00+00:00,35,1,12842,117.425,117.5,117.2,117.25,13,LEM1,Live Cattle Future
2020-01-08 00:00:00+00:00,35,1,65665,123.0,123.5,122.85,123.475,137,LEG1,Live Cattle Future
2020-01-08 00:00:00+00:00,35,1,2324,123.725,123.75,123.65,123.65,3,LEJ1,Live Cattle Future
2020-01-09 00:00:00+00:00,35,1,65665,123.425,123.65,123.225,123.625,142,LEG1,Live Cattle Future
2020-01-09 00:00:00+00:00,35,1,2324,124.075,124.35,123.775,123.925,75,LEJ1,Live Cattle Future
2020-01-10 00:00:00+00:00,35,1,65665,123.5,123.825,123.325,123.775,129,LEG1,Live Cattle Future
2020-01-10 00:00:00+00:00,35,1,2324,123.85,124.45,123.8,124.45,64,LEJ1,Live Cattle Future
2020-01-13 00:00:00+00:00,35,1,2324,124.125,124.125,124.0,124.075,18,LEJ1,Live Cattle Future
2020-01-13 00:00:00+00:00,35,1,65665,123.525,123.725,123.35,123.725,70,LEG1,Live Cattle Future
2020-01-14 00:00:00+00:00,35,1,65665,123.675,123.875,123.45,123.825,76,LEG1,Live Cattle Future
2020-01-14 00:00:00+00:00,35,1,2324,124.15,124.425,123.8,124.425,63,LEJ1,Live Cattle Future
2020-01-15 00:00:00+00:00,35,1,2324,124.4,124.5,124.4,124.5,25,LEJ1,Live Cattle Future
2020-01-15 00:00:00+00:00,35,1,65665,123.75,123.975,123.225,123.775,189,LEG1,Live Cattle Future
2020-01-16 00:00:00+00:00,35,1,65665,123.65,123.65,122.225,123.225,111,LEG1,Live Cattle Future
2020-01-16 00:00:00+00:00,35,1,2324,122.95,124.0,122.95,124.0,30,LEJ1,Live Cattle Future
2020-01-17 00:00:00+00:00,35,1,2324,123.725,124.05,123.7,124.05,171,LEJ1,Live Cattle Future
2020-01-17 00:00:00+00:00,35,1,65665,123.1,123.575,123.025,123.575,69,LEG1,Live Cattle Future
2020-01-21 00:00:00+00:00,35,1,2324,123.925,123.975,123.875,123.975,4,LEJ1,Live Cattle Future
2020-01-21 00:00:00+00:00,35,1,65665,123.325,123.4,123.025,123.3,146,LEG1,Live Cattle Future
2020-01-22 00:00:00+00:00,35,1,2324,123.95,124.05,123.95,124.0,11,LEJ1,Live Cattle Future
2020-01-22 00:00:00+00:00,35,1,65665,123.4,123.525,123.125,123.225,99,LEG1,Live Cattle Future
2020-01-23 00:00:00+00:00,35,1,65665,123.125,123.225,121.35,121.625,156,LEG1,Live Cattle Future
2020-01-23 00:00:00+00:00,35,1,12842,116.85,116.85,116.85,116.85,1,LEM1,Live Cattle Future
2020-01-23 00:00:00+00:00,35,1,2324,123.85,123.95,122.275,122.275,36,LEJ1,Live Cattle Future
2020-01-24 00:00:00+00:00,35,1,12842,114.975,115.075,114.525,114.7,10,LEM1,Live Cattle Future
2020-01-24 00:00:00+00:00,35,1,65665,121.55,121.6,120.875,121.375,98,LEG1,Live Cattle Future
2020-01-24 00:00:00+00:00,35,1,2324,122.05,122.45,122.0,122.45,54,LEJ1,Live Cattle Future
2020-01-27 00:00:00+00:00,35,1,65665,120.025,120.525,119.675,119.95,174,LEG1,Live Cattle Future
2020-01-27 00:00:00+00:00,35,1,2324,121.0,121.5,120.65,121.15,43,LEJ1,Live Cattle Future
2020-01-28 00:00:00+00:00,35,1,2324,120.975,121.425,120.675,120.8,44,LEJ1,Live Cattle Future
2020-01-28 00:00:00+00:00,35,1,65665,119.925,120.25,119.55,119.65,131,LEG1,Live Cattle Future
2020-01-29 00:00:00+00:00,35,1,65665,119.675,119.7,118.925,119.0,100,LEG1,Live Cattle Future
2020-01-29 00:00:00+00:00,35,1,2324,120.8,120.9,120.2,120.2,35,LEJ1,Live Cattle Future
2020-01-30 00:00:00+00:00,35,1,65665,119.0,119.625,118.55,119.6,74,LEG1,Live Cattle Future
2020-01-30 00:00:00+00:00,35,1,2324,120.475,120.475,119.775,120.4,46,LEJ1,Live Cattle Future
2020-01-31 00:00:00+00:00,35,1,65665,119.325,120.375,119.075,119.075,195,LEG1,Live Cattle Future
2020-01-31 00:00:00+00:00,35,1,12842,113.5,113.5,113.5,113.5,1,LEM1,Live Cattle Future
2020-01-31 00:00:00+00:00,35,1,2324,120.7,121.25,120.525,120.625,22,LEJ1,Live Cattle Future
2020-02-03 00:00:00+00:00,35,1,65665,119.775,120.15,118.95,120.1,286,LEG1,Live Cattle Future
2020-02-03 00:00:00+00:00,35,1,12842,114.4,114.475,113.9,113.95,4,LEM1,Live Cattle Future
2020-02-03 00:00:00+00:00,35,1,2324,121.25,121.4,120.45,121.4,20,LEJ1,Live Cattle Future
2020-02-04 00:00:00+00:00,35,1,65665,120.25,120.8,119.875,120.35,235,LEG1,Live Cattle Future
2020-02-04 00:00:00+00:00,35,1,2324,122.075,122.075,121.1,121.4,13,LEJ1,Live Cattle Future
2020-02-05 00:00:00+00:00,35,1,65665,120.5,120.5,119.35,119.65,217,LEG1,Live Cattle Future
2020-02-06 00:00:00+00:00,35,1,2324,120.4,120.4,120.4,120.4,1,LEJ1,Live Cattle Future
2020-02-06 00:00:00+00:00,35,1,65665,119.55,120.325,119.2,120.275,76,LEG1,Live Cattle Future
2020-02-06 00:00:00+00:00,35,1,12842,114.05,114.05,114.05,114.05,1,LEM1,Live Cattle Future
2020-02-07 00:00:00+00:00,35,1,65665,120.025,120.3,119.925,119.95,47,LEG1,Live Cattle Future
2020-02-07 00:00:00+00:00,35,1,2324,121.125,121.35,121.05,121.35,12,LEJ1,Live Cattle Future
2020-02-10 00:00:00+00:00,35,1,2324,120.725,120.825,120.45,120.825,9,LEJ1,Live Cattle Future
2020-02-10 00:00:00+00:00,35,1,65665,119.95,119.95,119.25,119.725,116,LEG1,Live Cattle Future
2020-02-11 00:00:00+00:00,35,1,12842,113.45,113.45,113.45,113.45,1,LEM1,Live Cattle Future
2020-02-11 00:00:00+00:00,35,1,2324,120.55,120.55,119.75,119.75,15,LEJ1,Live Cattle Future
2020-02-11 00:00:00+00:00,35,1,65665,119.6,119.65,118.425,118.425,206,LEG1,Live Cattle Future
2020-02-12 00:00:00+00:00,35,1,65665,118.525,119.125,118.025,118.9,155,LEG1,Live Cattle Future
2020-02-12 00:00:00+00:00,35,1,2324,119.25,120.025,119.25,119.9,35,LEJ1,Live Cattle Future
2020-02-12 00:00:00+00:00,35,1,12842,112.475,112.475,112.475,112.475,1,LEM1,Live Cattle Future
2020-02-13 00:00:00+00:00,35,1,2324,119.6,121.375,119.325,121.325,76,LEJ1,Live Cattle Future
2020-02-13 00:00:00+00:00,35,1,12842,112.775,114.425,112.65,114.425,12,LEM1,Live Cattle Future
2020-02-13 00:00:00+00:00,35,1,65665,118.675,120.275,118.375,120.15,407,LEG1,Live Cattle Future
2020-02-14 00:00:00+00:00,35,1,12842,115.5,115.5,115.0,115.0,8,LEM1,Live Cattle Future
2020-02-14 00:00:00+00:00,35,1,65665,120.0,121.475,120.0,120.475,897,LEG1,Live Cattle Future
2020-02-14 00:00:00+00:00,35,1,2324,122.0,122.5,121.8,121.8,84,LEJ1,Live Cattle Future
2020-02-18 00:00:00+00:00,35,1,2324,122.6,122.65,121.675,122.425,64,LEJ1,Live Cattle Future
2020-02-18 00:00:00+00:00,35,1,65665,121.225,121.575,120.5,121.225,427,LEG1,Live Cattle Future
2020-02-18 00:00:00+00:00,35,1,12842,115.625,115.75,115.0,115.0,4,LEM1,Live Cattle Future
2020-02-19 00:00:00+00:00,35,1,12842,115.2,115.525,115.2,115.45,7,LEM1,Live Cattle Future
2020-02-19 00:00:00+00:00,35,1,65665,121.15,121.375,120.9,121.2,349,LEG1,Live Cattle Future
2020-02-19 00:00:00+00:00,35,1,2324,122.3,122.5,122.1,122.2,118,LEJ1,Live Cattle Future
2020-02-20 00:00:00+00:00,35,1,2324,122.15,122.3,121.4,121.55,33,LEJ1,Live Cattle Future
